shop_id,shop_item_row_id,item_id,item_quality,price,item_class_path,item_name_en
107,107008,13000039,1,10000,Normal/DummyItem,
107,107009,13000028,1,12000,Normal/DummyItem,
107,107010,13000040,1,12000,Normal/DummyItem,
108,108001,2000124,1,5000,Important/ImportantItemStandard,treatise on woodlaying
108,108002,2000110,1,5000,Important/ImportantItemStandard,treatise on cobbling
108,108003,2000116,1,5000,Important/ImportantItemStandard,treatise on fletchery
108,108004,2000114,1,5000,Important/ImportantItemStandard,treatise on bonecarving
108,108005,2000128,1,5000,Important/ImportantItemStandard,treatise on tacklecraft
108,108006,2000115,1,5000,Important/ImportantItemStandard,treatise on bowyering
108,108007,2000120,1,5000,Important/ImportantItemStandard,treatise on painting
108,108008,13000094,1,6000,Normal/DummyItem,
108,108009,13000075,1,8000,Normal/DummyItem,
108,108010,13000081,1,10000,Normal/DummyItem,
108,108011,13000085,1,12000,Normal/DummyItem,
108,108012,1000009,1,300,Money/MoneyStandard,fire crystal
108,108013,1000010,1,300,Money/MoneyStandard,ice crystal
108,108014,1000011,1,300,Money/MoneyStandard,wind crystal
108,108015,1000012,1,300,Money/MoneyStandard,earth crystal
108,108016,1000013,1,300,Money/MoneyStandard,lightning crystal
108,108017,1000014,1,300,Money/MoneyStandard,water crystal
109,109001,2000109,1,5000,Important/ImportantItemStandard,treatise on smelting
109,109002,2000108,1,5000,Important/ImportantItemStandard,treatise on nailcasting
109,109003,2000128,1,5000,Important/ImportantItemStandard,treatise on tacklecraft
109,109004,2000116,1,5000,Important/ImportantItemStandard,treatise on fletchery
109,109005,2000115,1,5000,Important/ImportantItemStandard,treatise on bowyering
109,109006,13000087,1,6000,Normal/DummyItem,
109,109007,13000076,1,8000,Normal/DummyItem,
109,109008,13000100,1,10000,Normal/DummyItem,
109,109009,13000083,1,12000,Normal/DummyItem,
109,109010,1000009,1,300,Money/MoneyStandard,fire crystal
109,109011,1000010,1,300,Money/MoneyStandard,ice crystal
109,109012,1000011,1,300,Money/MoneyStandard,wind crystal
109,109013,1000012,1,300,Money/MoneyStandard,earth crystal
109,109014,1000013,1,300,Money/MoneyStandard,lightning crystal
109,109015,1000014,1,300,Money/MoneyStandard,water crystal
110,110001,2000107,1,5000,Important/ImportantItemStandard,treatise on sheeting
110,110002,2000108,1,5000,Important/ImportantItemStandard,treatise on nailcasting
110,110003,2000123,1,5000,Important/ImportantItemStandard,treatise on chainweaving
110,110004,2000109,1,5000,Important/ImportantItemStandard,treatise on smelting
110,110005,2000110,1,5000,Important/ImportantItemStandard,treatise on cobbling
110,110006,2000104,1,5000,Important/ImportantItemStandard,treatise on hatting
110,110007,2000103,1,5000,Important/ImportantItemStandard,treatise on glovemaking
110,110008,2000120,1,5000,Important/ImportantItemStandard,treatise on painting
110,110009,13000088,1,6000,Normal/DummyItem,
110,110010,13000071,1,8000,Normal/DummyItem,
110,110011,13000101,1,10000,Normal/DummyItem,
110,110012,13000097,1,12000,Normal/DummyItem,
110,110013,1000009,1,300,Money/MoneyStandard,fire crystal
110,110014,1000010,1,300,Money/MoneyStandard,ice crystal
110,110015,1000011,1,300,Money/MoneyStandard,wind crystal
110,110016,1000012,1,300,Money/MoneyStandard,earth crystal
110,110017,1000013,1,300,Money/MoneyStandard,lightning crystal
110,110018,1000014,1,300,Money/MoneyStandard,water crystal
111,111001,2000108,1,5000,Important/ImportantItemStandard,treatise on nailcasting
111,111002,2000123,1,5000,Important/ImportantItemStandard,treatise on chainweaving
111,111003,2000109,1,5000,Important/ImportantItemStandard,treatise on smelting
111,111004,2000114,1,5000,Important/ImportantItemStandard,treatise on bonecarving
111,111005,2000116,1,5000,Important/ImportantItemStandard,treatise on fletchery
111,111006,2000121,1,5000,Important/ImportantItemStandard,treatise on inlaying
111,111007,2000113,1,5000,Important/ImportantItemStandard,treatise on gemcutting
111,111008,2000128,1,5000,Important/ImportantItemStandard,treatise on tacklecraft
111,111009,13000089,1,6000,Normal/DummyItem,
111,111010,13000077,1,8000,Normal/DummyItem,
111,111011,13000103,1,10000,Normal/DummyItem,
111,111012,13000099,1,12000,Normal/DummyItem,
111,111013,1000009,1,300,Money/MoneyStandard,fire crystal
111,111014,1000010,1,300,Money/MoneyStandard,ice crystal
111,111015,1000011,1,300,Money/MoneyStandard,wind crystal
111,111016,1000012,1,300,Money/MoneyStandard,earth crystal
111,111017,1000013,1,300,Money/MoneyStandard,lightning crystal
111,111018,1000014,1,300,Money/MoneyStandard,water crystal
112,112001,2000103,1,5000,Important/ImportantItemStandard,treatise on glovemaking
112,112002,2000104,1,5000,Important/ImportantItemStandard,treatise on hatting
112,112003,2000110,1,5000,Important/ImportantItemStandard,treatise on cobbling
112,112004,2000111,1,5000,Important/ImportantItemStandard,treatise on tawing
112,112005,2000112,1,5000,Important/ImportantItemStandard,treatise on tanning
112,112006,2000105,1,5000,Important/ImportantItemStandard,treatise on dyeing
112,112007,2000115,1,5000,Important/ImportantItemStandard,treatise on bowyering
112,112008,2000114,1,5000,Important/ImportantItemStandard,treatise on bonecarving
112,112009,13000090,1,6000,Normal/DummyItem,
112,112010,13000073,1,8000,Normal/DummyItem,
112,112011,13000084,1,10000,Normal/DummyItem,
112,112012,13000079,1,12000,Normal/DummyItem,
112,112013,1000009,1,300,Money/MoneyStandard,fire crystal
112,112014,1000010,1,300,Money/MoneyStandard,ice crystal
112,112015,1000011,1,300,Money/MoneyStandard,wind crystal
112,112016,1000012,1,300,Money/MoneyStandard,earth crystal
112,112017,1000013,1,300,Money/MoneyStandard,lightning crystal
112,112018,1000014,1,300,Money/MoneyStandard,water crystal
113,113001,2000101,1,5000,Important/ImportantItemStandard,treatise on spinning
113,113002,2000102,1,5000,Important/ImportantItemStandard,treatise on tailoring
113,113003,2000105,1,5000,Important/ImportantItemStandard,treatise on dyeing
113,113004,2000103,1,5000,Important/ImportantItemStandard,treatise on glovemaking
113,113005,2000104,1,5000,Important/ImportantItemStandard,treatise on hatting
113,113006,2000106,1,5000,Important/ImportantItemStandard,treatise on weaving
113,113007,2000128,1,5000,Important/ImportantItemStandard,treatise on tacklecraft
113,113008,2000116,1,5000,Important/ImportantItemStandard,treatise on fletchery
113,113009,13000091,1,6000,Normal/DummyItem,
113,113010,13000072,1,8000,Normal/DummyItem,
113,113011,13000080,1,9000,Normal/DummyItem,
113,113012,13000102,1,10000,Normal/DummyItem,
113,113013,13000098,1,12000,Normal/DummyItem,
113,113014,1000009,1,300,Money/MoneyStandard,fire crystal
113,113015,1000010,1,300,Money/MoneyStandard,ice crystal
113,113016,1000011,1,300,Money/MoneyStandard,wind crystal
113,113017,1000012,1,300,Money/MoneyStandard,earth crystal
113,113018,1000013,1,300,Money/MoneyStandard,lightning crystal
113,113019,1000014,1,300,Money/MoneyStandard,water crystal
114,114001,2000118,1,5000,Important/ImportantItemStandard,treatise on milling
114,114002,2000127,1,5000,Important/ImportantItemStandard,treatise on chemicking
114,114003,2000125,1,5000,Important/ImportantItemStandard,treatise on poisoning
114,114004,2000126,1,5000,Important/ImportantItemStandard,treatise on physicking
114,114005,13000086,1,6000,Normal/DummyItem,
114,114006,13000078,1,8000,Normal/DummyItem,
114,114007,13000082,1,9000,Normal/DummyItem,
114,114008,13000105,1,10000,Normal/DummyItem,
114,114009,13000096,1,12000,Normal/DummyItem,
114,114010,1000009,1,300,Money/MoneyStandard,fire crystal
114,114011,1000010,1,300,Money/MoneyStandard,ice crystal
114,114012,1000011,1,300,Money/MoneyStandard,wind crystal
114,114013,1000012,1,300,Money/MoneyStandard,earth crystal
114,114014,1000013,1,300,Money/MoneyStandard,lightning crystal
114,114015,1000014,1,300,Money/MoneyStandard,water crystal
115,115001,2000122,1,5000,Important/ImportantItemStandard,treatise on fishcleaning
115,115002,2000128,1,5000,Important/ImportantItemStandard,treatise on tacklecraft
115,115003,2000119,1,5000,Important/ImportantItemStandard,treatise on confectionery
115,115004,2000117,1,5000,Important/ImportantItemStandard,treatise on breadbaking
115,115005,13000092,1,6000,Normal/DummyItem,
115,115006,13000074,1,8000,Normal/DummyItem,
115,115007,13000095,1,9000,Normal/DummyItem,
115,115008,13000104,1,10000,Normal/DummyItem,
115,115009,13000093,1,12000,Normal/DummyItem,
115,115010,1000009,1,300,Money/MoneyStandard,fire crystal
115,115011,1000010,1,300,Money/MoneyStandard,ice crystal
115,115012,1000011,1,300,Money/MoneyStandard,wind crystal
115,115013,1000012,1,300,Money/MoneyStandard,earth crystal
115,115014,1000013,1,300,Money/MoneyStandard,lightning crystal
115,115015,1000014,1,300,Money/MoneyStandard,water crystal
116,116001,13000047,1,6000,Normal/DummyItem,
116,116002,13000048,1,6000,Normal/DummyItem,
116,116003,13000059,1,6000,Normal/DummyItem,
116,116004,13000068,1,8000,Normal/DummyItem,
116,116005,13000053,1,8000,Normal/DummyItem,
116,116006,13000056,1,8000,Normal/DummyItem,
116,116007,13000060,1,8000,Normal/DummyItem,
116,116008,13000041,1,10000,Normal/DummyItem,
116,116009,13000061,1,10000,Normal/DummyItem,
116,116010,13000044,1,12000,Normal/DummyItem,
117,117001,13000049,1,6000,Normal/DummyItem,
117,117002,13000052,1,6000,Normal/DummyItem,
117,117003,13000062,1,6000,Normal/DummyItem,
117,117004,13000069,1,8000,Normal/DummyItem,
117,117005,13000054,1,8000,Normal/DummyItem,
117,117006,13000057,1,8000,Normal/DummyItem,
117,117007,13000063,1,8000,Normal/DummyItem,
117,117008,13000042,1,10000,Normal/DummyItem,
117,117009,13000064,1,10000,Normal/DummyItem,
117,117010,13000045,1,12000,Normal/DummyItem,
118,118001,13000051,1,6000,Normal/DummyItem,
118,118002,13000050,1,6000,Normal/DummyItem,
118,118003,13000065,1,6000,Normal/DummyItem,
118,118004,13000070,1,8000,Normal/DummyItem,
118,118005,13000055,1,8000,Normal/DummyItem,
118,118006,13000058,1,8000,Normal/DummyItem,
118,118007,13000066,1,8000,Normal/DummyItem,
118,118008,13000043,1,10000,Normal/DummyItem,
118,118009,13000067,1,10000,Normal/DummyItem,
118,118010,13000046,1,12000,Normal/DummyItem,
120,120001,10100001,1,2000,Normal/MateriaItem,bloodthirst materia I
120,120002,10100002,1,3000,Normal/MateriaItem,bloodthirst materia II
120,120003,10100003,1,8000,Normal/MateriaItem,bloodthirst materia III
120,120004,10100004,1,30000,Normal/MateriaItem,bloodthirst materia IV
120,120005,10100005,1,2000,Normal/MateriaItem,manathirst materia I
120,120006,10100006,1,3000,Normal/MateriaItem,manathirst materia II
120,120007,10100007,1,6000,Normal/MateriaItem,manathirst materia III
120,120008,10100008,1,16000,Normal/MateriaItem,manathirst materia IV
120,120009,10100009,1,2000,Normal/MateriaItem,lifethirst materia I
120,120010,10100010,1,3000,Normal/MateriaItem,lifethirst materia II
120,120011,10100011,1,6000,Normal/MateriaItem,lifethirst materia III
120,120012,10100012,1,16000,Normal/MateriaItem,lifethirst materia IV
121,121001,10100013,1,2000,Normal/MateriaItem,strength materia I
121,121002,10100014,1,3000,Normal/MateriaItem,strength materia II
121,121003,10100015,1,7000,Normal/MateriaItem,strength materia III
121,121004,10100016,1,20000,Normal/MateriaItem,strength materia IV
121,121005,10100017,1,2000,Normal/MateriaItem,vitality materia I
121,121006,10100018,1,3000,Normal/MateriaItem,vitality materia II
121,121007,10100019,1,7000,Normal/MateriaItem,vitality materia III
121,121008,10100020,1,20000,Normal/MateriaItem,vitality materia IV
121,121009,10100021,1,2000,Normal/MateriaItem,dexterity materia I
121,121010,10100022,1,3000,Normal/MateriaItem,dexterity materia II
121,121011,10100023,1,7000,Normal/MateriaItem,dexterity materia III
121,121012,10100024,1,20000,Normal/MateriaItem,dexterity materia IV
122,122001,10100025,1,2000,Normal/MateriaItem,intelligence materia I
122,122002,10100026,1,3000,Normal/MateriaItem,intelligence materia II
122,122003,10100027,1,8000,Normal/MateriaItem,intelligence materia III
122,122004,10100028,1,30000,Normal/MateriaItem,intelligence materia IV
122,122005,10100029,1,2000,Normal/MateriaItem,mind materia I
122,122006,10100030,1,3000,Normal/MateriaItem,mind materia II
122,122007,10100031,1,7000,Normal/MateriaItem,mind materia III
122,122008,10100032,1,20000,Normal/MateriaItem,mind materia IV
122,122009,10100033,1,2000,Normal/MateriaItem,piety materia I
122,122010,10100034,1,3000,Normal/MateriaItem,piety materia II
122,122011,10100035,1,10000,Normal/MateriaItem,piety materia III
122,122012,10100036,1,36000,Normal/MateriaItem,piety materia IV
123,123001,10100037,1,2000,Normal/MateriaItem,ironman's will materia I
123,123002,10100038,1,3000,Normal/MateriaItem,ironman's will materia II
123,123003,10100039,1,7000,Normal/MateriaItem,ironman's will materia III
123,123004,10100040,1,20000,Normal/MateriaItem,ironman's will materia IV
123,123005,10100041,1,2000,Normal/MateriaItem,swordsman's cry materia I
123,123006,10100042,1,3000,Normal/MateriaItem,swordsman's cry materia II
123,123007,10100043,1,10000,Normal/MateriaItem,swordsman's cry materia III
123,123008,10100044,1,36000,Normal/MateriaItem,swordsman's cry materia IV
123,123009,10100045,1,2000,Normal/MateriaItem,watchman's vigil materia I
123,123010,10100046,1,3000,Normal/MateriaItem,watchman's vigil materia II
123,123011,10100047,1,7000,Normal/MateriaItem,watchman's vigil materia III
123,123012,10100048,1,20000,Normal/MateriaItem,watchman's vigil materia IV
124,124001,10100049,1,2000,Normal/MateriaItem,loresman's wit materia I
124,124002,10100050,1,3000,Normal/MateriaItem,loresman's wit materia II
124,124003,10100051,1,10000,Normal/MateriaItem,loresman's wit materia III
124,124004,10100052,1,36000,Normal/MateriaItem,loresman's wit materia IV
124,124005,10100053,1,2000,Normal/MateriaItem,wise man's vision materia I
124,124006,10100054,1,3000,Normal/MateriaItem,wise man's vision materia II
124,124007,10100055,1,10000,Normal/MateriaItem,wise man's vision materia III
124,124008,10100056,1,36000,Normal/MateriaItem,wise man's vision materia IV
124,124009,10100057,1,2000,Normal/MateriaItem,vestryman's faith materia I
124,124010,10100058,1,3000,Normal/MateriaItem,vestryman's faith materia II
124,124011,10100059,1,10000,Normal/MateriaItem,vestryman's faith materia III
124,124012,10100060,1,36000,Normal/MateriaItem,vestryman's faith materia IV
125,125001,10100061,1,10000,Normal/MateriaItem,fire materia I
125,125002,10100062,1,20000,Normal/MateriaItem,fire materia II
125,125003,10100063,1,60000,Normal/MateriaItem,fire materia III
125,125004,10100064,1,200000,Normal/MateriaItem,fire materia IV
125,125005,10100065,1,10000,Normal/MateriaItem,ice materia I
125,125006,10100066,1,20000,Normal/MateriaItem,ice materia II
125,125007,10100067,1,60000,Normal/MateriaItem,ice materia III
125,125008,10100068,1,200000,Normal/MateriaItem,ice materia IV
125,125009,10100069,1,10000,Normal/MateriaItem,wind materia I
125,125010,10100070,1,20000,Normal/MateriaItem,wind materia II
125,125011,10100071,1,60000,Normal/MateriaItem,wind materia III
125,125012,10100072,1,200000,Normal/MateriaItem,wind materia IV
126,126001,10100073,1,10000,Normal/MateriaItem,earth materia I
126,126002,10100074,1,20000,Normal/MateriaItem,earth materia II
126,126003,10100075,1,60000,Normal/MateriaItem,earth materia III
126,126004,10100076,1,200000,Normal/MateriaItem,earth materia IV
126,126005,10100077,1,10000,Normal/MateriaItem,lightning materia I
126,126006,10100078,1,20000,Normal/MateriaItem,lightning materia II
126,126007,10100079,1,60000,Normal/MateriaItem,lightning materia III
126,126008,10100080,1,200000,Normal/MateriaItem,lightning materia IV
126,126009,10100081,1,10000,Normal/MateriaItem,water materia I
126,126010,10100082,1,20000,Normal/MateriaItem,water materia II
126,126011,10100083,1,60000,Normal/MateriaItem,water materia III
126,126012,10100084,1,200000,Normal/MateriaItem,water materia IV
127,127001,10100085,1,10000,Normal/MateriaItem,fire veil materia I
127,127002,10100086,1,20000,Normal/MateriaItem,fire veil materia II
127,127003,10100087,1,60000,Normal/MateriaItem,fire veil materia III
127,127004,10100088,1,200000,Normal/MateriaItem,fire veil materia IV
127,127005,10100089,1,10000,Normal/MateriaItem,ice veil materia I
127,127006,10100090,1,20000,Normal/MateriaItem,ice veil materia II
127,127007,10100091,1,60000,Normal/MateriaItem,ice veil materia III
127,127008,10100092,1,200000,Normal/MateriaItem,ice veil materia IV
127,127009,10100093,1,10000,Normal/MateriaItem,wind veil materia I
127,127010,10100094,1,20000,Normal/MateriaItem,wind veil materia II
127,127011,10100095,1,60000,Normal/MateriaItem,wind veil materia III
127,127012,10100096,1,200000,Normal/MateriaItem,wind veil materia IV
128,128001,10100097,1,10000,Normal/MateriaItem,earth veil materia I
128,128002,10100098,1,20000,Normal/MateriaItem,earth veil materia II
128,128003,10100099,1,60000,Normal/MateriaItem,earth veil materia III
128,128004,10100100,1,200000,Normal/MateriaItem,earth veil materia IV
128,128005,10100101,1,10000,Normal/MateriaItem,lightning veil materia I
128,128006,10100102,1,20000,Normal/MateriaItem,lightning veil materia II
128,128007,10100103,1,60000,Normal/MateriaItem,lightning veil materia III
128,128008,10100104,1,200000,Normal/MateriaItem,lightning veil materia IV
128,128009,10100105,1,10000,Normal/MateriaItem,water veil materia I
128,128010,10100106,1,20000,Normal/MateriaItem,water veil materia II
128,128011,10100107,1,60000,Normal/MateriaItem,water veil materia III
128,128012,10100108,1,200000,Normal/MateriaItem,water veil materia IV
129,129001,10100109,1,4000,Normal/MateriaItem,heavens' fist materia I
129,129002,10100110,1,16000,Normal/MateriaItem,heavens' fist materia II
129,129003,10100111,1,36000,Normal/MateriaItem,heavens' fist materia III
129,129004,10100112,1,86000,Normal/MateriaItem,heavens' fist materia IV
129,129005,10100113,1,4000,Normal/MateriaItem,heavens' eye materia I
129,129006,10100114,1,16000,Normal/MateriaItem,heavens' eye materia II
129,129007,10100115,1,36000,Normal/MateriaItem,heavens' eye materia III
129,129008,10100116,1,86000,Normal/MateriaItem,heavens' eye materia IV
129,129009,10100117,1,4000,Normal/MateriaItem,hells' fist materia I
129,129010,10100118,1,16000,Normal/MateriaItem,hells' fist materia II
129,129011,10100119,1,36000,Normal/MateriaItem,hells' fist materia III
129,129012,10100120,1,86000,Normal/MateriaItem,hells' fist materia IV
129,129013,10100121,1,4000,Normal/MateriaItem,hells' eye materia I
129,129014,10100122,1,16000,Normal/MateriaItem,hells' eye materia II
129,129015,10100123,1,36000,Normal/MateriaItem,hells' eye materia III
129,129016,10100124,1,86000,Normal/MateriaItem,hells' eye materia IV
130,130001,10100129,1,4000,Normal/MateriaItem,savage might materia I
130,130002,10100130,1,16000,Normal/MateriaItem,savage might materia II
130,130003,10100131,1,36000,Normal/MateriaItem,savage might materia III
130,130004,10100132,1,86000,Normal/MateriaItem,savage might materia IV
130,130005,10100137,1,4000,Normal/MateriaItem,sagacious might materia I
130,130006,10100138,1,16000,Normal/MateriaItem,sagacious might materia II
130,130007,10100139,1,36000,Normal/MateriaItem,sagacious might materia III
130,130008,10100140,1,86000,Normal/MateriaItem,sagacious might materia IV
130,130009,10100141,1,4000,Normal/MateriaItem,battledance materia I
130,130010,10100142,1,16000,Normal/MateriaItem,battledance materia II
130,130011,10100143,1,36000,Normal/MateriaItem,battledance materia III
130,130012,10100144,1,86000,Normal/MateriaItem,battledance materia IV
131,131001,10100145,1,4000,Normal/MateriaItem,gatherer's guerdon materia I
131,131002,10100146,1,16000,Normal/MateriaItem,gatherer's guerdon materia II
131,131003,10100147,1,36000,Normal/MateriaItem,gatherer's guerdon materia III
131,131004,10100148,1,86000,Normal/MateriaItem,gatherer's guerdon materia IV
131,131005,10100149,1,4000,Normal/MateriaItem,gatherer's guile materia I
131,131006,10100150,1,16000,Normal/MateriaItem,gatherer's guile materia II
131,131007,10100151,1,36000,Normal/MateriaItem,gatherer's guile materia III
131,131008,10100152,1,86000,Normal/MateriaItem,gatherer's guile materia IV
131,131009,10100153,1,4000,Normal/MateriaItem,gatherer's grasp materia I
131,131010,10100154,1,16000,Normal/MateriaItem,gatherer's grasp materia II
131,131011,10100155,1,36000,Normal/MateriaItem,gatherer's grasp materia III
131,131012,10100156,1,86000,Normal/MateriaItem,gatherer's grasp materia IV
132,132001,10100157,1,4000,Normal/MateriaItem,craftsman's competence materia I
132,132002,10100158,1,16000,Normal/MateriaItem,craftsman's competence materia II
132,132003,10100159,1,36000,Normal/MateriaItem,craftsman's competence materia III
132,132004,10100160,1,86000,Normal/MateriaItem,craftsman's competence materia IV
132,132005,10100161,1,4000,Normal/MateriaItem,craftsman's cunning materia I
132,132006,10100162,1,16000,Normal/MateriaItem,craftsman's cunning materia II
132,132007,10100163,1,36000,Normal/MateriaItem,craftsman's cunning materia III
132,132008,10100164,1,86000,Normal/MateriaItem,craftsman's cunning materia IV
132,132009,10100165,1,4000,Normal/MateriaItem,craftsman's command materia I
132,132010,10100166,1,16000,Normal/MateriaItem,craftsman's command materia II
132,132011,10100167,1,36000,Normal/MateriaItem,craftsman's command materia III
132,132012,10100168,1,86000,Normal/MateriaItem,craftsman's command materia IV
133,133001,10100169,1,4000,Normal/MateriaItem,bloodflight materia I
133,133002,10100170,1,16000,Normal/MateriaItem,bloodflight materia II
133,133003,10100171,1,36000,Normal/MateriaItem,bloodflight materia III
133,133004,10100172,1,86000,Normal/MateriaItem,bloodflight materia IV
133,133005,10100173,1,4000,Normal/MateriaItem,manaflight materia I
133,133006,10100174,1,10000,Normal/MateriaItem,manaflight materia II
133,133007,10100175,1,30000,Normal/MateriaItem,manaflight materia III
133,133008,10100176,1,100000,Normal/MateriaItem,manaflight materia IV
133,133009,10100177,1,4000,Normal/MateriaItem,bloodwall materia I
133,133010,10100178,1,16000,Normal/MateriaItem,bloodwall materia II
133,133011,10100179,1,36000,Normal/MateriaItem,bloodwall materia III
133,133012,10100180,1,86000,Normal/MateriaItem,bloodwall materia IV
134,134001,10100185,1,4000,Normal/MateriaItem,cactuar foot materia I
134,134002,10100186,1,16000,Normal/MateriaItem,cactuar foot materia II
134,134003,10100187,1,36000,Normal/MateriaItem,cactuar foot materia III
134,134004,10100188,1,86000,Normal/MateriaItem,cactuar foot materia IV
134,134005,10100189,1,4000,Normal/MateriaItem,wyvern skin materia I
134,134006,10100190,1,16000,Normal/MateriaItem,wyvern skin materia II
134,134007,10100191,1,36000,Normal/MateriaItem,wyvern skin materia III
134,134008,10100192,1,86000,Normal/MateriaItem,wyvern skin materia IV
134,134009,10100193,1,4000,Normal/MateriaItem,bomb blood materia I
134,134010,10100194,1,16000,Normal/MateriaItem,bomb blood materia II
134,134011,10100195,1,36000,Normal/MateriaItem,bomb blood materia III
134,134012,10100196,1,86000,Normal/MateriaItem,bomb blood materia IV
134,134013,10100197,1,4000,Normal/MateriaItem,pixie tongue materia I
134,134014,10100198,1,16000,Normal/MateriaItem,pixie tongue materia II
134,134015,10100199,1,36000,Normal/MateriaItem,pixie tongue materia III
134,134016,10100200,1,86000,Normal/MateriaItem,pixie tongue materia IV
135,135001,10100201,1,4000,Normal/MateriaItem,coeurl eye materia I
135,135002,10100202,1,16000,Normal/MateriaItem,coeurl eye materia II
135,135003,10100203,1,36000,Normal/MateriaItem,coeurl eye materia III
135,135004,10100204,1,86000,Normal/MateriaItem,coeurl eye materia IV
135,135005,10100205,1,4000,Normal/MateriaItem,aurelia kiss materia I
135,135006,10100206,1,16000,Normal/MateriaItem,aurelia kiss materia II
135,135007,10100207,1,36000,Normal/MateriaItem,aurelia kiss materia III
135,135008,10100208,1,86000,Normal/MateriaItem,aurelia kiss materia IV
135,135009,10100209,1,4000,Normal/MateriaItem,bison hoof materia I
135,135010,10100210,1,16000,Normal/MateriaItem,bison hoof materia II
135,135011,10100211,1,36000,Normal/MateriaItem,bison hoof materia III
135,135012,10100212,1,86000,Normal/MateriaItem,bison hoof materia IV
136,136001,10100213,1,4000,Normal/MateriaItem,funguar shriek materia I
136,136002,10100214,1,16000,Normal/MateriaItem,funguar shriek materia II
136,136003,10100215,1,36000,Normal/MateriaItem,funguar shriek materia III
136,136004,10100216,1,86000,Normal/MateriaItem,funguar shriek materia IV
136,136005,10100217,1,4000,Normal/MateriaItem,treant root materia I
136,136006,10100218,1,16000,Normal/MateriaItem,treant root materia II
136,136007,10100219,1,36000,Normal/MateriaItem,treant root materia III
136,136008,10100220,1,86000,Normal/MateriaItem,treant root materia IV
136,136009,10100221,1,4000,Normal/MateriaItem,chocobo down materia I
136,136010,10100222,1,16000,Normal/MateriaItem,chocobo down materia II
136,136011,10100223,1,36000,Normal/MateriaItem,chocobo down materia III
136,136012,10100224,1,86000,Normal/MateriaItem,chocobo down materia IV
