actorclass_graphic_row_id,actorclass_row_id,display_name_id,display_name_en,mainHand_packed_s32,mainHand_packed_u32_hex,mainHand_bits_31_30,mainHand_bits_29_20,mainHand_bits_19_10,mainHand_bits_9_0,offHand_packed_s32,offHand_packed_u32_hex,offHand_bits_31_30,offHand_bits_29_20,offHand_bits_19_10,offHand_bits_9_0,spMainHand_packed_s32,spMainHand_packed_u32_hex,spMainHand_bits_31_30,spMainHand_bits_29_20,spMainHand_bits_19_10,spMainHand_bits_9_0,spOffHand_packed_s32,spOffHand_packed_u32_hex,spOffHand_bits_31_30,spOffHand_bits_29_20,spOffHand_bits_19_10,spOffHand_bits_9_0,throwing_packed_s32,throwing_packed_u32_hex,throwing_bits_31_30,throwing_bits_29_20,throwing_bits_19_10,throwing_bits_9_0,pack_packed_s32,pack_packed_u32_hex,pack_bits_31_30,pack_bits_29_20,pack_bits_19_10,pack_bits_9_0,pouch_packed_s32,pouch_packed_u32_hex,pouch_bits_31_30,pouch_bits_29_20,pouch_bits_19_10,pouch_bits_9_0
1000016,1000016,1900030,N'golbb,168821761,0x0A100401,0,161,1,1,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000017,1000017,1000006,Farrimond,168821761,0x0A100401,0,161,1,1,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000018,1000018,1000013,Burchard,168821790,0x0A10041E,0,161,1,30,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000019,1000019,1600233,Wuothund,168821780,0x0A100414,0,161,1,20,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000020,1000020,1000016,Lewin,210767912,0x0C901028,0,201,4,40,236979200,0x0E200400,0,226,1,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,231736353,0x0DD00421,0,221,1,33,0,0x00000000,0,0,0,0
1000021,1000021,1,\[en],210766858,0x0C900C0A,0,201,3,10,236979210,0x0E20040A,0,226,1,10,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,231736332,0x0DD0040C,0,221,1,12,0,0x00000000,0,0,0,0
1000022,1000022,1600213,Ursbaen,210764810,0x0C90040A,0,201,1,10,236979210,0x0E20040A,0,226,1,10,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,231736331,0x0DD0040B,0,221,1,11,0,0x00000000,0,0,0,0
1000023,1000023,1200013,Handeloup,210764840,0x0C900428,0,201,1,40,236979210,0x0E20040A,0,226,1,10,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,231736350,0x0DD0041E,0,221,1,30,0,0x00000000,0,0,0,0
1000024,1000024,1200014,Grinnaux,210765825,0x0C900801,0,201,2,1,236979210,0x0E20040A,0,226,1,10,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,231736331,0x0DD0040B,0,221,1,11,0,0x00000000,0,0,0,0
1000025,1000025,1100008,Oriolda,147850270,0x08D0041E,0,141,1,30,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000026,1000026,1400002,Zozonan,168825858,0x0A101402,0,161,5,2,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000027,1000027,1600091,Grymkrepf,79698947,0x04C01C03,0,76,7,3,32508948,0x01F00C14,0,31,3,20,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000028,1000028,1100010,Swethyna,168821810,0x0A100432,0,161,1,50,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000029,1000029,1,\[en],168821780,0x0A100414,0,161,1,20,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000030,1000030,1,\[en],168821770,0x0A10040A,0,161,1,10,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000031,1000031,1,\[en],168821761,0x0A100401,0,161,1,1,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000032,1000032,1,\[en],168821770,0x0A10040A,0,161,1,10,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000033,1000033,2000010,O-App-Pesi,347081758,0x14B00C1E,0,331,3,30,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000034,1000034,1100004,Elewys,210766898,0x0C900C32,0,201,3,50,236979200,0x0E200400,0,226,1,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,231736351,0x0DD0041F,0,221,1,31,0,0x00000000,0,0,0,0
1000035,1000035,1100002,Alicen,347079683,0x14B00403,0,331,1,3,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000036,1000036,1500004,Nunumo,347079684,0x14B00404,0,331,1,4,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000039,1000039,1600089,Greinfarr,79695902,0x04C0101E,0,76,4,30,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000040,1000040,1400080,Popokkuli,862980116,0x33700814,0,823,2,20,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000041,1000041,1400081,Seserukka,862981121,0x33700C01,0,823,3,1,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000043,1000043,1200025,Corguevais,294650930,0x11900432,0,281,1,50,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000048,1000048,1600099,Loetstym,944809984,0x3850A800,0,901,42,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000049,1000049,1300046,Jainelette,944770048,0x38500C00,0,901,3,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000050,1000050,1200075,Robairlain,894436362,0x3550040A,0,853,1,10,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000051,1000051,1000366,Brictt,147850240,0x08D00400,0,141,1,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000052,1000052,1200061,Liautroix,147850241,0x08D00401,0,141,1,1,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000053,1000053,1900022,S'laiboli,243270656,0x0E800400,0,232,1,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000054,1000054,1600191,Syhrdaeg,243270656,0x0E800400,0,232,1,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000055,1000055,1600117,Moerfian,243270657,0x0E800401,0,232,1,1,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000057,1000057,1900027,Z'onggo,944780288,0x38503400,0,901,13,0,953159680,0x38D01000,0,909,4,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000058,1000058,4000111,ferry steersman,947914752,0x38800800,0,904,2,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000060,1000060,1600141,Pfynhaemr,944775168,0x38502000,0,901,8,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000061,1000061,1900019,M'zimzizi,944779264,0x38503000,0,901,12,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000062,1000062,1200010,Carrilaut,948962304,0x38900400,0,905,1,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000063,1000063,2200116,Gerulf,944778240,0x38502C00,0,901,11,0,815793163,0x30A0040B,0,778,1,11,955253760,0x38F00400,0,911,1,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000064,1000064,1600002,Aentfoet,944776192,0x38502400,0,901,9,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000065,1000065,1300040,Frailoise,826278912,0x31400400,0,788,1,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000066,1000066,1300025,Alixe,768607243,0x2DD0040B,0,733,1,11,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000067,1000067,1500062,Dadalo,785384448,0x2ED00400,0,749,1,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000068,1000068,1000152,Kain,780141569,0x2E800401,0,744,1,1,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000069,1000069,1100350,Jolline,168821760,0x0A100400,0,161,1,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000070,1000070,1400066,Kukumuko,58723329,0x03800C01,0,56,3,1,59771905,0x03900C01,0,57,3,1,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000071,1000071,1200035,Bertennant,168821770,0x0A10040A,0,161,1,10,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000072,1000072,1300052,Mitainie,168821770,0x0A10040A,0,161,1,10,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000074,1000074,1100155,Onguen,944790528,0x38505C00,0,901,23,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000078,1000078,1900036,A'shakkal,79692870,0x04C00446,0,76,1,70,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000079,1000079,4000010,misinformed pirate,243270656,0x0E800400,0,232,1,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000080,1000080,4000011,comely pirate,243270656,0x0E800400,0,232,1,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000081,1000081,4000012,quick-drawing pirate,243270656,0x0E800400,0,232,1,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000082,1000082,4000013,hot-blooded pirate,147851276,0x08D0080C,0,141,2,12,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000083,1000083,4000014,gluttonous pirate,147852299,0x08D00C0B,0,141,3,11,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000084,1000084,4000001,Barracuda Knight,243270656,0x0E800400,0,232,1,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000085,1000085,4000001,Barracuda Knight,147851274,0x08D0080A,0,141,2,10,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000086,1000086,4000015,coquettish pirate,147852288,0x08D00C00,0,141,3,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000087,1000087,4000113,disgruntled pirate,147851274,0x08D0080A,0,141,2,10,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000088,1000088,4000114,pine-scented pirate,147851275,0x08D0080B,0,141,2,11,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000089,1000089,4000115,baritone pirate,147850240,0x08D00400,0,141,1,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000095,1000095,4000001,Barracuda Knight,243270657,0x0E800401,0,232,1,1,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000100,1000100,4000004,relaxing adventurer,737150977,0x2BF00801,0,703,2,1,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000101,1000101,4000023,adventurer,79692820,0x04C00414,0,76,1,20,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000103,1000103,4000024,unapproachable adventurer,60818462,0x03A0041E,0,58,1,30,61867038,0x03B0041E,0,59,1,30,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000105,1000105,4000026,spear-wielding adventurer,168823848,0x0A100C28,0,161,3,40,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000106,1000106,4000027,murderous Barracuda Knight,243270658,0x0E800402,0,232,1,2,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000107,1000107,4000028,overeager Barracuda Knight,243270658,0x0E800402,0,232,1,2,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000108,1000108,4000029,sophisticated Barracuda Knight,243270658,0x0E800402,0,232,1,2,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000110,1000110,4000031,frightened Barracuda Knight,243270658,0x0E800402,0,232,1,2,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000111,1000111,4000035,tattooed pirate,147852288,0x08D00C00,0,141,3,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000112,1000112,4000032,zealous pirate,147850240,0x08D00400,0,141,1,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000113,1000113,4000033,enraged pirate,147850241,0x08D00401,0,141,1,1,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000114,1000114,4000034,hook-nosed pirate,147850241,0x08D00401,0,141,1,1,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000115,1000115,4000038,voluptuous pirate,147852288,0x08D00C00,0,141,3,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000116,1000116,4000039,inscrutable pirate,147852288,0x08D00C00,0,141,3,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000117,1000117,4000040,thewy pirate,80741386,0x04D0040A,0,77,1,10,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000118,1000118,4000041,peacockish pirate,147852298,0x08D00C0A,0,141,3,10,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000119,1000119,4000042,freckled pirate,147852289,0x08D00C01,0,141,3,1,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000120,1000120,4000003,assessor,383779840,0x16E00400,0,366,1,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000121,1000121,4000003,assessor,383779842,0x16E00402,0,366,1,2,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000122,1000122,1900035,A'brohka,383779840,0x16E00400,0,366,1,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000125,1000125,1200039,Chaunollet,243270659,0x0E800403,0,232,1,3,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000126,1000126,4000001,Barracuda Knight,243270666,0x0E80040A,0,232,1,10,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000127,1000127,4000001,Barracuda Knight,243270666,0x0E80040A,0,232,1,10,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
