shop_row_id,item_id,item_quality,item_quantity,seal_cost,rank_requirement,company_id,event_flag_requirement,reserved_zero,item_category,item_class_path,item_name_en
100022,3910305,1,99,85,0,1,0,0,1,Normal/StandardItem,bronze azagai
100023,3920004,1,999,50,0,1,0,0,1,Normal/StandardItem,bronze arrow
100024,3920006,1,999,70,0,1,0,0,1,Normal/StandardItem,iron arrow
100025,3920003,1,999,115,0,1,0,0,1,Normal/StandardItem,steel arrow
100026,3910005,1,99,75,0,1,0,0,1,Normal/StandardItem,levinstone
100027,3910006,1,99,90,0,1,0,0,1,Normal/StandardItem,firepot
100028,3940011,1,20,20,0,1,0,0,1,Normal/StandardItem,basket of midges
100029,3940010,1,20,30,0,1,0,0,1,Normal/StandardItem,rat tail
100030,3020504,1,1,400,15,1,0,0,1,Normal/CmnGoodStatusItem,company-issue engineering manual II
100031,3020505,1,1,400,15,1,0,0,1,Normal/CmnGoodStatusItem,company-issue survival manual II
100032,3020506,1,1,300,31,1,0,0,1,Normal/CmnGoodStatusItem,scroll of Sanction
101001,4040010,1,1,500,0,1,0,0,2,Normal/StandardItem,inferno axe
101002,4040110,1,1,1000,0,1,0,0,2,Normal/StandardItem,Lominsan labrys
101003,4040205,1,1,1400,0,1,0,0,2,Normal/StandardItem,steel bhuj
101004,4040305,1,1,3000,0,1,0,0,2,Normal/StandardItem,buccaneer's bardiche
101005,4040204,1,1,4000,0,1,0,0,2,Normal/StandardItem,Lominsan bhuj
101006,4080304,1,1,950,0,1,0,0,2,Normal/StandardItem,steel halberd
101007,4080211,1,1,1000,0,1,0,0,2,Normal/StandardItem,Lominsan spear
101008,4080106,1,1,2000,0,1,0,0,2,Normal/StandardItem,mythril lance
101009,4080303,1,1,4000,0,1,0,0,2,Normal/StandardItem,Lominsan halberd
101010,5020010,1,1,900,0,1,0,0,2,Normal/StandardItem,silver scepter
101011,5020209,1,1,1000,0,1,0,0,2,Normal/StandardItem,Lominsan brand
101012,5020213,1,1,1600,0,1,0,0,2,Normal/StandardItem,fire brand
101013,5020305,1,1,4000,0,1,0,0,2,Normal/StandardItem,Lominsan cudgel
101014,8030350,1,1,750,0,1,0,0,2,Normal/StandardItem,suit of Lominsan chainmail
101015,8030447,1,1,750,0,1,0,0,2,Normal/StandardItem,Lominsan dalmatica
101016,8031223,1,1,750,0,1,0,0,2,Normal/StandardItem,Lominsan doublet vest
101017,8032008,1,1,750,0,1,0,0,2,Normal/StandardItem,Lominsan apron
101018,9050029,1,1,900,0,1,0,0,2,Normal/StandardItem,silver ring
101019,9050044,1,1,1900,0,1,0,0,2,Normal/StandardItem,pearl ring
101020,9040032,1,1,950,0,1,0,0,2,Normal/StandardItem,sunstone choker
101021,9040025,1,1,1500,0,1,0,0,2,Normal/StandardItem,mythril gorget
101022,8013201,1,1,1000,11,1,0,0,2,Normal/StandardItem,Lominsan soldier's cap
101023,8032601,1,1,1000,11,1,0,0,2,Normal/StandardItem,Lominsan soldier's overcoat
101024,8071301,1,1,1000,11,1,0,0,2,Normal/StandardItem,pair of Lominsan soldier's gloves
101025,8081701,1,1,1000,11,1,0,0,2,Normal/StandardItem,pair of Lominsan soldier's boots
101026,8050620,1,1,1200,11,1,0,0,2,Normal/StandardItem,pair of Lominsan kecks
101027,8050243,1,1,1200,11,1,0,0,2,Normal/StandardItem,pair of Lominsan breeches
101028,8050344,1,1,1200,11,1,0,0,2,Normal/StandardItem,pair of Lominsan chausses
101029,8050028,1,1,1200,11,1,0,0,2,Normal/StandardItem,pair of Lominsan slops
101030,8090706,1,1,1200,11,1,0,0,2,Normal/StandardItem,Lominsan sash
101031,4030205,1,1,2500,13,1,0,0,2,Normal/StandardItem,Lominsan shortsword
101032,4020306,1,1,2500,13,1,0,0,2,Normal/StandardItem,pair of Lominsan baghnakhs
101033,4040014,1,1,2500,13,1,0,0,2,Normal/StandardItem,Lominsan war axe
101034,4080408,1,1,2500,13,1,0,0,2,Normal/StandardItem,Lominsan guisarme
101035,4070310,1,1,2500,13,1,0,0,2,Normal/StandardItem,Lominsan composite bow
101036,5030307,1,1,2500,13,1,0,0,2,Normal/StandardItem,Lominsan radical
101037,5020112,1,1,2500,13,1,0,0,2,Normal/StandardItem,Lominsan staff
101038,4100205,1,1,2000,13,1,0,0,2,Normal/ShieldItem,Lominsan kite shield
101039,8011609,1,1,3000,15,1,0,0,2,Normal/StandardItem,storm private's sallet
101040,8032311,1,1,3000,15,1,0,0,2,Normal/StandardItem,storm private's bliaud
101041,8071017,1,1,3000,15,1,0,0,2,Normal/StandardItem,pair of storm private's wristguards
101042,8050132,1,1,3000,15,1,0,0,2,Normal/StandardItem,pair of storm private's trousers
101043,8081123,1,1,3000,15,1,0,0,2,Normal/StandardItem,pair of storm private's leggings
101044,4030117,1,1,4500,17,1,0,0,2,Normal/StandardItem,Lominsan baselard
101045,4020210,1,1,4500,17,1,0,0,2,Normal/StandardItem,pair of Lominsan knuckles
101046,4040406,1,1,4500,17,1,0,0,2,Normal/StandardItem,Lominsan bill
101047,4080107,1,1,4500,17,1,0,0,2,Normal/StandardItem,Lominsan lance
101048,4070108,1,1,4500,17,1,0,0,2,Normal/StandardItem,Lominsan bow
101049,5030111,1,1,4500,17,1,0,0,2,Normal/StandardItem,Lominsan cane
101050,5020013,1,1,4500,17,1,0,0,2,Normal/StandardItem,Lominsan scepter
101051,4100405,1,1,4000,17,1,0,0,2,Normal/ShieldItem,Lominsan lantern shield
101052,8011610,1,1,5000,21,1,0,0,2,Normal/StandardItem,storm sergeant's sallet
101053,8032312,1,1,5000,21,1,0,0,2,Normal/StandardItem,storm sergeant's bliaud
101054,8071018,1,1,5000,21,1,0,0,2,Normal/StandardItem,pair of storm sergeant's wristguards
101055,8050133,1,1,5000,21,1,0,0,2,Normal/StandardItem,pair of storm sergeant's trousers
101056,8050769,1,1,5000,21,1,0,0,2,Normal/StandardItem,storm sergeant's sarouel
101057,8081124,1,1,5000,21,1,0,0,2,Normal/StandardItem,pair of storm sergeant's leggings
101058,8080565,1,1,5000,21,1,0,0,2,Normal/StandardItem,pair of storm sergeant's crakows
101059,8090609,1,1,5000,21,1,0,0,2,Normal/StandardItem,storm sergeant's belt
101060,9050021,1,1,1000,21,1,0,0,2,Normal/StandardItem,stormbringer's ring
101061,9050022,1,1,1000,21,1,0,0,2,Normal/StandardItem,stormcarrier's ring
101062,9010025,1,1,1000,21,1,0,0,2,Normal/StandardItem,patriot's bracelet
101063,4100804,1,1,5500,23,1,0,0,2,Normal/ShieldItem,storm sergeant's targe
101064,8013614,1,1,5500,23,1,0,0,2,Normal/StandardItem,storm sergeant's circlet
101065,8032820,1,1,5500,23,1,0,0,2,Normal/StandardItem,storm sergeant's tabard
101066,8051516,1,1,5500,23,1,0,0,2,Normal/StandardItem,pair of storm sergeant's hose
101067,8071520,1,1,5500,23,1,0,0,2,Normal/StandardItem,pair of storm sergeant's mitts
101068,9030060,1,1,5500,23,1,0,0,2,Normal/StandardItem,pair of storm sergeant's earrings
101069,9050067,1,1,5500,23,1,0,0,2,Normal/StandardItem,storm sergeant's ring
101070,8013615,1,1,6000,25,1,0,0,2,Normal/StandardItem,storm sergeant's mask
101071,8013616,1,1,6000,25,1,0,0,2,Normal/StandardItem,storm sergeant's beret
101072,8032821,1,1,6000,25,1,0,0,2,Normal/StandardItem,storm sergeant's apron
101073,8071521,1,1,6000,25,1,0,0,2,Normal/StandardItem,pair of storm sergeant's shortgloves
101074,8081914,1,1,6000,25,1,0,0,2,Normal/StandardItem,pair of storm sergeant's jackboots
101075,9040065,1,1,6000,25,1,0,0,2,Normal/StandardItem,storm sergeant's choker
101076,9010061,1,1,6000,25,1,0,0,2,Normal/StandardItem,pair of storm sergeant's bracelets
101077,4100805,1,1,6500,27,1,0,0,2,Normal/ShieldItem,storm sergeant's hoplon
101078,4020408,1,1,6500,27,1,0,0,2,Normal/StandardItem,pair of storm sergeant's hooks
101079,4040508,1,1,6500,27,1,0,0,2,Normal/StandardItem,storm sergeant's axe
101080,4080508,1,1,6500,27,1,0,0,2,Normal/StandardItem,storm sergeant's spear
101081,4070408,1,1,6500,27,1,0,0,2,Normal/StandardItem,storm sergeant's bow
101082,5030408,1,1,6500,27,1,0,0,2,Normal/StandardItem,storm sergeant's radical
101083,5020408,1,1,6500,27,1,0,0,2,Normal/StandardItem,storm sergeant's cudgel
101084,4030604,1,1,25000,31,1,0,0,2,Normal/StandardItem,storm lieutenant's cutlass
101085,4020404,1,1,25000,31,1,0,0,2,Normal/StandardItem,pair of storm lieutenant's hooks
101086,4040504,1,1,25000,31,1,0,0,2,Normal/StandardItem,storm lieutenant's labrys
101087,4080504,1,1,25000,31,1,0,0,2,Normal/StandardItem,storm lieutenant's trident
101088,4070404,1,1,25000,31,1,0,0,2,Normal/StandardItem,storm lieutenant's bow
101089,5030404,1,1,25000,31,1,0,0,2,Normal/StandardItem,storm lieutenant's wand
101090,5020404,1,1,25000,31,1,0,0,2,Normal/StandardItem,storm lieutenant's scepter
101091,8013204,1,1,6000,31,1,0,0,2,Normal/StandardItem,Lominsan officer's cap
101092,8032604,1,1,6000,31,1,0,0,2,Normal/StandardItem,Lominsan officer's overcoat
101093,8071304,1,1,6000,31,1,0,0,2,Normal/StandardItem,pair of Lominsan officer's gloves
101094,8081704,1,1,6000,31,1,0,0,2,Normal/StandardItem,pair of Lominsan officer's boots
102001,3020601,1,20,5,0,1,8,0,3,Normal/CmnGoodStatusItem,storm tracer
102002,9040018,1,1,1000,11,1,11,0,3,Normal/StandardItem,patriot's choker
103001,2001004,1,1,3000,11,1,0,0,4,Important/ImportantItemStandard,storm chocobo issuance
103002,2001014,1,1,3000,15,1,0,0,4,Important/ImportantItemStandard,Lominsan aetherpass
103003,2001017,1,1,2000,21,1,0,0,4,Important/ImportantItemStandard,suit of Lominsan half barding
103004,2001018,1,1,3000,21,1,0,0,4,Important/ImportantItemStandard,suit of Lominsan barding
103005,2001019,1,1,4000,21,1,0,0,4,Important/ImportantItemStandard,suit of Lominsan crested barding
103006,2001026,1,1,25000,27,1,0,0,4,Important/ImportantItemStandard,copy of [@italic:021a020203]On the Properties of Beastmen[@italic:021a020103]
200001,3010403,1,10,20,0,2,0,0,1,Normal/FoodItem,handful of dried prunes
200002,3010402,1,10,30,0,2,0,0,1,Normal/FoodItem,ginger cookie
200003,3020203,1,1,50,0,2,0,0,1,Normal/PotionItem,bottle of kiss of the morning meadow
200004,3020406,1,20,10,0,2,0,0,1,Normal/CmnRemoveStatusItem,bottle of blood drops
200005,3020403,1,10,15,0,2,0,0,1,Normal/CmnRemoveStatusItem,bottle of dawn drops
200006,3020402,1,5,60,0,2,0,0,1,Normal/CmnRemoveStatusItem,bottle of throat drops
200007,3020404,1,5,100,0,2,0,0,1,Normal/CmnRemoveStatusItem,bottle of spine drops
200008,3020528,1,5,50,0,2,0,0,1,Normal/EnchantMedicineItem,hi-potion of piety
200009,3020516,1,5,50,0,2,0,0,1,Normal/EnchantMedicineItem,hi-potion of vitality
200010,3020411,1,1,15,0,2,0,0,1,Normal/RaiseItem,bottle of company-issue expectorant
200011,3020412,1,1,200,0,2,0,0,1,Normal/RaiseItem,bottle of company-issue tonic
200012,3020509,1,1,200,0,2,0,0,1,Normal/CmnGoodStatusItem,company-issue engineering manual
200013,3020510,1,1,200,0,2,0,0,1,Normal/CmnGoodStatusItem,company-issue survival manual
200014,10013001,1,20,5,0,2,0,0,1,Normal/StandardItem,fragment of grade 1 dark matter
200015,10013002,1,20,25,0,2,0,0,1,Normal/StandardItem,fragment of grade 2 dark matter
200016,10013003,1,20,45,0,2,0,0,1,Normal/StandardItem,fragment of grade 3 dark matter
200017,10013004,1,20,100,0,2,0,0,1,Normal/StandardItem,fragment of grade 4 dark matter
200018,10013005,1,20,150,0,2,0,0,1,Normal/StandardItem,fragment of grade 5 dark matter
200019,3910402,1,99,85,0,2,0,0,1,Normal/StandardItem,iron throwing dagger
200020,3910103,1,99,120,0,2,0,0,1,Normal/StandardItem,iron chakram
200021,3910203,1,99,120,0,2,0,0,1,Normal/StandardItem,iron francisca
200022,3910305,1,99,85,0,2,0,0,1,Normal/StandardItem,bronze azagai
200023,3920004,1,999,50,0,2,0,0,1,Normal/StandardItem,bronze arrow
200024,3920006,1,999,70,0,2,0,0,1,Normal/StandardItem,iron arrow
200025,3920003,1,999,115,0,2,0,0,1,Normal/StandardItem,steel arrow
200026,3910005,1,99,75,0,2,0,0,1,Normal/StandardItem,levinstone
200027,3910006,1,99,90,0,2,0,0,1,Normal/StandardItem,firepot
200028,3940011,1,20,20,0,2,0,0,1,Normal/StandardItem,basket of midges
200029,3940010,1,20,30,0,2,0,0,1,Normal/StandardItem,rat tail
200030,3020504,1,1,400,15,2,0,0,1,Normal/CmnGoodStatusItem,company-issue engineering manual II
200031,3020505,1,1,400,15,2,0,0,1,Normal/CmnGoodStatusItem,company-issue survival manual II
200032,3020506,1,1,300,31,2,0,0,1,Normal/CmnGoodStatusItem,scroll of Sanction
201001,5030107,1,1,350,0,2,0,0,2,Normal/StandardItem,elm cane
201002,5030207,1,1,750,0,2,0,0,2,Normal/StandardItem,yew crook
201003,5030206,1,1,1000,0,2,0,0,2,Normal/StandardItem,Gridanian crook
201004,5030029,1,1,1500,0,2,0,0,2,Normal/StandardItem,budding yew wand
201005,5030031,1,1,2400,0,2,0,0,2,Normal/StandardItem,wand of tides
201006,5030209,1,1,3000,0,2,0,0,2,Normal/StandardItem,jade crook
201007,5030028,1,1,4000,0,2,0,0,2,Normal/StandardItem,Gridanian wand
201008,4020109,1,1,800,0,2,0,0,2,Normal/StandardItem,pair of toadskin cesti
201009,4020106,1,1,1000,0,2,0,0,2,Normal/StandardItem,pair of Gridanian cesti
201010,4020008,1,1,2200,0,2,0,0,2,Normal/StandardItem,pair of tortoiseshell hora
201011,4020305,1,1,4000,0,2,0,0,2,Normal/StandardItem,pair of Gridanian baghnakhs
201012,4100005,1,1,1000,0,2,0,0,2,Normal/ShieldItem,Gridanian targe
201013,4100109,1,1,4000,0,2,0,0,2,Normal/ShieldItem,Gridanian shield
201014,8030035,1,1,750,0,2,0,0,2,Normal/StandardItem,Gridanian doublet
201015,8030919,1,1,750,0,2,0,0,2,Normal/StandardItem,Gridanian jacket
201016,8031821,1,1,750,0,2,0,0,2,Normal/StandardItem,Gridanian cowl
201017,8032220,1,1,750,0,2,0,0,2,Normal/StandardItem,Gridanian coatee
201018,9050029,1,1,900,0,2,0,0,2,Normal/StandardItem,silver ring
201019,9050044,1,1,1900,0,2,0,0,2,Normal/StandardItem,pearl ring
201020,9040035,1,1,950,0,2,0,0,2,Normal/StandardItem,malachite choker
201021,9040025,1,1,1500,0,2,0,0,2,Normal/StandardItem,mythril gorget
201022,8013202,1,1,1000,11,2,0,0,2,Normal/StandardItem,Gridanian soldier's cap
201023,8032602,1,1,1000,11,2,0,0,2,Normal/StandardItem,Gridanian soldier's overcoat
201024,8071302,1,1,1000,11,2,0,0,2,Normal/StandardItem,pair of Gridanian soldier's gloves
201025,8081702,1,1,1000,11,2,0,0,2,Normal/StandardItem,pair of Gridanian soldier's boots
201026,8050148,1,1,1200,11,2,0,0,2,Normal/StandardItem,pair of Gridanian trousers
201027,8050244,1,1,1200,11,2,0,0,2,Normal/StandardItem,pair of Gridanian breeches
201028,8051222,1,1,1200,11,2,0,0,2,Normal/StandardItem,Gridanian bottom
201029,8050029,1,1,1200,11,2,0,0,2,Normal/StandardItem,pair of Gridanian slops
201030,8090707,1,1,1200,11,2,0,0,2,Normal/StandardItem,Gridanian sash
201031,4030710,1,1,2500,13,2,0,0,2,Normal/StandardItem,Gridanian macuahuitl
201032,4020211,1,1,2500,13,2,0,0,2,Normal/StandardItem,pair of Gridanian knuckles
201033,4040407,1,1,2500,13,2,0,0,2,Normal/StandardItem,Gridanian bill
201034,4080213,1,1,2500,13,2,0,0,2,Normal/StandardItem,Gridanian fork
201035,4070215,1,1,2500,13,2,0,0,2,Normal/StandardItem,Gridanian longbow
201036,5030113,1,1,2500,13,2,0,0,2,Normal/StandardItem,Gridanian cane
201037,5020014,1,1,2500,13,2,0,0,2,Normal/StandardItem,Gridanian scepter
201038,4100608,1,1,2000,13,2,0,0,2,Normal/ShieldItem,Gridanian square shield
201039,8010566,1,1,3000,15,2,0,0,2,Normal/StandardItem,serpent private's coif
201040,8030625,1,1,3000,15,2,0,0,2,Normal/StandardItem,serpent private's tunic
201041,8070724,1,1,3000,15,2,0,0,2,Normal/StandardItem,pair of serpent private's bracers
201042,8050618,1,1,3000,15,2,0,0,2,Normal/StandardItem,pair of serpent private's kecks
201043,8080715,1,1,3000,15,2,0,0,2,Normal/StandardItem,pair of serpent private's moccasins
201044,4030016,1,1,4500,17,2,0,0,2,Normal/StandardItem,Gridanian spatha
201045,4020012,1,1,4500,17,2,0,0,2,Normal/StandardItem,pair of Gridanian hora
201046,4040111,1,1,4500,17,2,0,0,2,Normal/StandardItem,Gridanian labrys
201047,4080010,1,1,4500,17,2,0,0,2,Normal/StandardItem,Gridanian harpoon
201048,4070013,1,1,4500,17,2,0,0,2,Normal/StandardItem,Gridanian shortbow
201049,5030308,1,1,4500,17,2,0,0,2,Normal/StandardItem,Gridanian radical
201050,5020113,1,1,4500,17,2,0,0,2,Normal/StandardItem,Gridanian staff
201051,4100507,1,1,4000,17,2,0,0,2,Normal/ShieldItem,Gridanian buckler
201052,8010567,1,1,5000,21,2,0,0,2,Normal/StandardItem,serpent sergeant's coif
201053,8030626,1,1,5000,21,2,0,0,2,Normal/StandardItem,serpent sergeant's tunic
201054,8070725,1,1,5000,21,2,0,0,2,Normal/StandardItem,pair of serpent sergeant's bracers
201055,8050619,1,1,5000,21,2,0,0,2,Normal/StandardItem,pair of serpent sergeant's kecks
201056,8050768,1,1,5000,21,2,0,0,2,Normal/StandardItem,serpent sergeant's sarouel
201057,8080716,1,1,5000,21,2,0,0,2,Normal/StandardItem,pair of serpent sergeant's moccasins
201058,8080564,1,1,5000,21,2,0,0,2,Normal/StandardItem,pair of serpent sergeant's crakows
201059,8090506,1,1,5000,21,2,0,0,2,Normal/StandardItem,serpent sergeant's belt
201060,9050025,1,1,1000,21,2,0,0,2,Normal/StandardItem,serpentbringer's ring
201061,9050026,1,1,1000,21,2,0,0,2,Normal/StandardItem,serpentcarrier's ring
201062,9010025,1,1,1000,21,2,0,0,2,Normal/StandardItem,patriot's bracelet
201063,4100806,1,1,5500,23,2,0,0,2,Normal/ShieldItem,serpent sergeant's targe
201064,8013617,1,1,5500,23,2,0,0,2,Normal/StandardItem,serpent sergeant's circlet
201065,8032822,1,1,5500,23,2,0,0,2,Normal/StandardItem,serpent sergeant's tabard
201066,8051517,1,1,5500,23,2,0,0,2,Normal/StandardItem,pair of serpent sergeant's hose
201067,8071522,1,1,5500,23,2,0,0,2,Normal/StandardItem,pair of serpent sergeant's mitts
201068,9030061,1,1,5500,23,2,0,0,2,Normal/StandardItem,pair of serpent sergeant's earrings
201069,9050068,1,1,5500,23,2,0,0,2,Normal/StandardItem,serpent sergeant's ring
201070,8013618,1,1,6000,25,2,0,0,2,Normal/StandardItem,serpent sergeant's mask
201071,8013619,1,1,6000,25,2,0,0,2,Normal/StandardItem,serpent sergeant's beret
201072,8032823,1,1,6000,25,2,0,0,2,Normal/StandardItem,serpent sergeant's apron
201073,8071523,1,1,6000,25,2,0,0,2,Normal/StandardItem,pair of serpent sergeant's shortgloves
201074,8081915,1,1,6000,25,2,0,0,2,Normal/StandardItem,pair of serpent sergeant's jackboots
201075,9040066,1,1,6000,25,2,0,0,2,Normal/StandardItem,serpent sergeant's choker
201076,9010062,1,1,6000,25,2,0,0,2,Normal/StandardItem,pair of serpent sergeant's bracelets
201077,4100807,1,1,6500,27,2,0,0,2,Normal/ShieldItem,serpent sergeant's hoplon
201078,4020409,1,1,6500,27,2,0,0,2,Normal/StandardItem,pair of serpent sergeant's patas
201079,4040509,1,1,6500,27,2,0,0,2,Normal/StandardItem,serpent sergeant's axe
201080,4080509,1,1,6500,27,2,0,0,2,Normal/StandardItem,serpent sergeant's spear
201081,4070409,1,1,6500,27,2,0,0,2,Normal/StandardItem,serpent sergeant's bow
201082,5030409,1,1,6500,27,2,0,0,2,Normal/StandardItem,serpent sergeant's radical
201083,5020409,1,1,6500,27,2,0,0,2,Normal/StandardItem,serpent sergeant's cudgel
201084,4030605,1,1,25000,31,2,0,0,2,Normal/StandardItem,serpent lieutenant's longsword
201085,4020405,1,1,25000,31,2,0,0,2,Normal/StandardItem,pair of serpent lieutenant's claws
201086,4040505,1,1,25000,31,2,0,0,2,Normal/StandardItem,serpent lieutenant's bardiche
201087,4080505,1,1,25000,31,2,0,0,2,Normal/StandardItem,serpent lieutenant's spear
201088,4070405,1,1,25000,31,2,0,0,2,Normal/StandardItem,serpent lieutenant's bow
201089,5030405,1,1,25000,31,2,0,0,2,Normal/StandardItem,serpent lieutenant's wand
201090,5020405,1,1,25000,31,2,0,0,2,Normal/StandardItem,serpent lieutenant's scepter
201091,8013205,1,1,6000,31,2,0,0,2,Normal/StandardItem,Gridanian officer's cap
201092,8032605,1,1,6000,31,2,0,0,2,Normal/StandardItem,Gridanian officer's overcoat
201093,8071305,1,1,6000,31,2,0,0,2,Normal/StandardItem,pair of Gridanian officer's gloves
201094,8081705,1,1,6000,31,2,0,0,2,Normal/StandardItem,pair of Gridanian officer's boots
202001,3020603,1,20,5,0,2,8,0,3,Normal/CmnGoodStatusItem,serpent tracer
202002,9040018,1,1,1000,11,2,11,0,3,Normal/StandardItem,patriot's choker
203001,2001005,1,1,3000,11,2,0,0,4,Important/ImportantItemStandard,serpent chocobo issuance
203002,2001015,1,1,3000,15,2,0,0,4,Important/ImportantItemStandard,Gridanian aetherpass
203003,2001020,1,1,2000,21,2,0,0,4,Important/ImportantItemStandard,suit of Gridanian half barding
203004,2001021,1,1,3000,21,2,0,0,4,Important/ImportantItemStandard,suit of Gridanian barding
203005,2001022,1,1,4000,21,2,0,0,4,Important/ImportantItemStandard,suit of Gridanian crested barding
203006,2001026,1,1,25000,27,2,0,0,4,Important/ImportantItemStandard,copy of [@italic:021a020203]On the Properties of Beastmen[@italic:021a020103]
300001,3010403,1,10,20,0,3,0,0,1,Normal/FoodItem,handful of dried prunes
300002,3010402,1,10,30,0,3,0,0,1,Normal/FoodItem,ginger cookie
300003,3020204,1,1,50,0,3,0,0,1,Normal/PotionItem,vial of onyx tears
300004,3020406,1,20,10,0,3,0,0,1,Normal/CmnRemoveStatusItem,bottle of blood drops
300005,3020403,1,10,15,0,3,0,0,1,Normal/CmnRemoveStatusItem,bottle of dawn drops
300006,3020402,1,5,60,0,3,0,0,1,Normal/CmnRemoveStatusItem,bottle of throat drops
300007,3020404,1,5,100,0,3,0,0,1,Normal/CmnRemoveStatusItem,bottle of spine drops
300008,3020528,1,5,50,0,3,0,0,1,Normal/EnchantMedicineItem,hi-potion of piety
300009,3020516,1,5,50,0,3,0,0,1,Normal/EnchantMedicineItem,hi-potion of vitality
300010,3020411,1,1,15,0,3,0,0,1,Normal/RaiseItem,bottle of company-issue expectorant
300011,3020412,1,1,200,0,3,0,0,1,Normal/RaiseItem,bottle of company-issue tonic
300012,3020509,1,1,200,0,3,0,0,1,Normal/CmnGoodStatusItem,company-issue engineering manual
300013,3020510,1,1,200,0,3,0,0,1,Normal/CmnGoodStatusItem,company-issue survival manual
300014,10013001,1,20,5,0,3,0,0,1,Normal/StandardItem,fragment of grade 1 dark matter
300015,10013002,1,20,25,0,3,0,0,1,Normal/StandardItem,fragment of grade 2 dark matter
300016,10013003,1,20,45,0,3,0,0,1,Normal/StandardItem,fragment of grade 3 dark matter
300017,10013004,1,20,100,0,3,0,0,1,Normal/StandardItem,fragment of grade 4 dark matter
300018,10013005,1,20,150,0,3,0,0,1,Normal/StandardItem,fragment of grade 5 dark matter
300019,3910402,1,99,85,0,3,0,0,1,Normal/StandardItem,iron throwing dagger
300020,3910103,1,99,120,0,3,0,0,1,Normal/StandardItem,iron chakram
300021,3910203,1,99,120,0,3,0,0,1,Normal/StandardItem,iron francisca
300022,3910305,1,99,85,0,3,0,0,1,Normal/StandardItem,bronze azagai
300023,3920004,1,999,50,0,3,0,0,1,Normal/StandardItem,bronze arrow
300024,3920006,1,999,70,0,3,0,0,1,Normal/StandardItem,iron arrow
300025,3920003,1,999,115,0,3,0,0,1,Normal/StandardItem,steel arrow
300026,3910005,1,99,75,0,3,0,0,1,Normal/StandardItem,levinstone
300027,3910006,1,99,90,0,3,0,0,1,Normal/StandardItem,firepot
300028,3940011,1,20,20,0,3,0,0,1,Normal/StandardItem,basket of midges
300029,3940010,1,20,30,0,3,0,0,1,Normal/StandardItem,rat tail
300030,3020504,1,1,400,15,3,0,0,1,Normal/CmnGoodStatusItem,company-issue engineering manual II
300031,3020505,1,1,400,15,3,0,0,1,Normal/CmnGoodStatusItem,company-issue survival manual II
300032,3020506,1,1,300,31,3,0,0,1,Normal/CmnGoodStatusItem,scroll of Sanction
301001,4030006,1,1,400,0,3,0,0,2,Normal/StandardItem,brass gladius
301002,4030015,1,1,1000,0,3,0,0,2,Normal/StandardItem,Ul'dahn spatha
301003,4030405,1,1,1600,0,3,0,0,2,Normal/StandardItem,steel longsword
301004,4030506,1,1,3200,0,3,0,0,2,Normal/StandardItem,cobalt shamshir
301005,4030505,1,1,4000,0,3,0,0,2,Normal/StandardItem,Ul'dahn scimitar
301006,4070011,1,1,550,0,3,0,0,2,Normal/StandardItem,elm velocity bow
301007,4070105,1,1,1000,0,3,0,0,2,Normal/StandardItem,Ul'dahn bow
301008,4070212,1,1,1500,0,3,0,0,2,Normal/StandardItem,oak longbow
